,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,GIFT,GRANT DEED,INTERSPOUSAL,JOINT TENANT,MEMO AGREE SALE,NAME CHANGE,ORD OF CONDEMN,Other,PARTNERSHIP,QUIT CLAIM,RE-RECORD,SHERIFFS,SPECIAL WARRANTY,TAX DEED,TRUST TRANSFER,TRUSTEES,WARRANTY,Prediction,Actual
260,5544001058,1,0,0,0,1,710675,406100,304575,0,1,7000,43,8489,2015,0,0,0,0,0,2014,2014,1000,1394,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
261,5544001052,0,0,0,0,1,707629,403054,304575,0,0,0,43,8536,2015,0,697000,1,557305,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
262,5544001057,1,0,0,0,1,727934,406100,321834,0,1,7000,44,8694,2015,0,0,0,0,0,2014,2014,1000,1394,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
263,5544001053,0,0,0,0,1,701537,396962,304575,0,0,0,43,8463,2015,0,691000,1,345000,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
264,5544001056,0,0,0,0,1,731487,406100,325387,0,0,0,44,8820,2015,0,720500,1,696583,1,2014,2014,1000,1394,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
265,5544001054,0,0,0,0,1,870820,507625,363195,0,0,0,42,10503,2015,0,853000,1,625500,1,2014,2014,1450,1805,0,0,0,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
266,5544001055,0,0,1,1,1,753823,406100,347723,0,0,0,46,9097,2015,0,742500,0,0,0,2014,2014,1301,1556,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
267,5544001032,0,0,0,0,1,762452,457877,304575,0,0,0,40,9189,2015,0,751000,1,500000,1,2014,2014,1000,1394,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
268,5544001045,0,0,0,0,1,712197,406100,306097,0,1,7000,43,8507,2014,0,701500,1,561150,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
269,5544001033,0,1,1,0,1,709152,404577,304575,0,0,0,43,8554,2016,0,0,0,0,0,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
270,5544001044,0,0,0,0,1,751285,406100,345185,0,0,0,46,9056,2015,0,740000,1,591900,1,2014,2014,1000,1394,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
271,5544001034,0,0,1,1,1,701030,396455,304575,0,0,0,43,8457,2017,0,805000,1,305000,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
272,5544001043,0,0,0,0,1,681232,376657,304575,0,0,0,45,8221,2015,0,671000,1,390000,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
273,5544001035,0,0,0,0,1,685293,380718,304575,0,0,0,44,8270,2015,0,675000,1,380000,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
274,5544001042,0,0,0,0,1,681232,376657,304575,0,0,0,45,8221,2016,0,752500,1,480000,1,2014,2014,1000,1394,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
275,5544001036,0,0,0,0,1,709659,423359,286300,0,0,0,40,8560,2014,0,699000,1,524250,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
276,5544001041,0,0,0,0,1,707121,355337,351784,0,0,0,50,8530,2016,0,753000,1,417000,1,2014,2014,1000,1394,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
277,5544001037,0,0,0,0,1,706106,304575,401531,0,0,0,57,8518,2014,0,695500,1,556000,1,2014,2014,1000,1394,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
278,5544001038,0,0,0,0,1,747731,406100,341631,0,0,0,46,9024,2014,0,736500,1,589158,1,2014,2014,1301,1556,0,0,0,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
279,5544001039,0,0,0,0,1,827936,446710,381226,0,0,0,46,9997,2014,0,3336136,1,570500,1,2014,2014,1450,1805,0,0,0,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
280,5533002061,0,0,0,0,0,796711,500000,296711,0,0,0,37,9614,2015,1,797000,1,624000,1,2015,2015,974,1736,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
281,5533002081,0,0,0,0,1,791700,500000,291700,0,0,0,37,9554,2015,1,792000,1,554190,1,2015,2015,697,1736,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
282,5533002079,0,0,0,0,1,710674,456862,253812,0,1,7000,36,8505,2015,1,782000,1,600000,1,2015,2015,697,1736,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
283,5533002046,0,0,1,0,0,893973,500000,393973,0,0,0,44,10783,2015,0,894000,1,625500,1,2015,2015,2063,1723,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
284,5533002044,1,0,0,0,0,846286,500000,346286,0,0,0,41,10218,2015,0,846500,1,761572,1,2015,2015,1578,1610,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
285,5533002045,0,0,0,0,1,860204,500000,360204,0,0,0,42,10370,2017,0,0,0,0,0,2015,2015,1477,1610,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
286,5533002038,0,0,0,0,1,860700,560700,300000,0,0,0,35,10379,2015,0,861000,1,300000,1,2015,2015,1452,1723,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
287,5533002039,0,0,0,0,0,784900,500000,284900,0,0,0,36,9474,2015,0,785000,1,756225,1,2015,2015,1070,1736,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
288,5533002040,0,0,1,1,0,799000,450000,349000,0,0,0,44,9643,2015,0,799000,1,300000,1,2015,2015,1070,1736,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
289,5533002041,0,0,0,0,0,784900,500000,284900,0,0,0,36,9474,2016,0,0,1,590500,1,2015,2015,1073,1736,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
290,5533002042,0,0,0,0,1,799900,450000,349900,0,0,0,44,9653,2015,0,800000,1,399900,1,2015,2015,1068,1736,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
291,5533002043,0,0,0,0,1,919900,519900,400000,0,0,0,43,11098,2016,0,0,1,455000,1,2015,2015,1349,1723,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0
292,5535028029,0,0,1,0,1,346794,190818,155976,0,0,0,45,4257,2010,0,175000,0,0,0,2015,2015,4981,576,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
293,5533002062,0,0,0,0,0,787529,507625,279904,0,0,0,36,9505,2017,0,0,0,0,0,2015,2015,974,1736,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
294,5533002060,0,0,0,0,1,875075,507625,367450,0,1,5600,42,10486,2015,0,862000,1,775736,1,2015,2015,1505,1723,0,0,0,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
295,5533035005,0,0,1,0,1,1928974,1350282,578692,0,0,0,30,23394,2015,0,1900000,1,1235000,1,2015,0,5459,5015,0,0,1,0,0,1.0,0,0,8,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
296,5551014004,0,0,1,0,0,238569,86372,152197,0,0,0,64,3213,2009,0,0,0,0,0,1923,1923,10132,3396,1,1,0,1,1,2.0,1,1,5,3,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
297,5524010003,1,0,0,0,0,101886,64751,37135,0,1,7000,36,1361,2015,0,0,0,0,0,1924,1929,7215,1412,1,1,1,1,1,1.0,1,1,3,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
298,5538015022,0,0,0,0,1,191923,93776,98147,0,1,7000,51,2372,2011,0,0,1,348750,1,1911,1916,6255,2016,1,1,0,1,1,1.0,1,0,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
299,5535012004,0,0,1,0,0,207719,166183,41536,0,1,7000,20,2536,2015,0,0,0,0,0,1913,1914,3634,900,1,0,1,0,0,1.0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
300,5550007026,0,0,0,0,1,1206671,906148,300523,0,0,0,25,14515,2015,0,0,0,0,0,1919,1934,5399,1737,1,1,1,0,0,1.0,1,1,4,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
301,5550006005,0,0,0,0,1,1039867,827152,212715,0,1,7000,20,12521,2007,0,0,1,320000,1,1917,1923,6999,1596,1,1,0,1,1,1.0,1,1,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0
302,5550007022,0,0,0,0,1,872298,697843,174455,0,0,0,20,10642,2003,0,0,1,640000,1,1955,1960,6749,1897,1,1,0,1,1,1.0,1,1,4,3,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
303,5524010022,0,0,1,0,1,184277,70393,113884,0,0,0,62,2457,2006,0,0,0,0,0,1924,1927,7302,2129,1,1,0,1,1,1.0,1,1,4,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
304,5538014025,0,0,0,0,1,510306,385457,124849,0,0,0,24,6237,2009,0,468000,1,280800,1,1913,1913,6255,1718,1,1,0,1,1,1.0,1,1,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
305,5534004004,1,0,0,0,0,253832,177525,76307,0,1,7000,30,3149,1998,0,0,0,0,0,1921,1936,6750,1562,1,1,0,1,1,1.0,1,1,3,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
306,5536007009,0,0,1,0,1,763000,613000,150000,0,0,0,20,9307,2007,0,0,1,648000,1,1908,1918,7501,1536,1,1,0,1,1,1.0,1,0,4,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
307,5540026011,0,0,0,0,1,337305,240446,96859,0,1,7000,29,4107,2000,0,265000,1,238500,1,1919,1934,6749,1976,1,0,0,1,1,1.0,0,0,3,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
308,5538010016,1,0,0,0,0,216505,86521,129984,0,1,7000,60,2627,2005,0,0,0,0,0,1937,1937,5057,1383,1,1,0,1,1,1.0,1,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
309,5544036011,0,0,0,0,0,223378,196550,26828,0,0,0,12,2931,2000,0,0,0,0,0,1920,1940,5933,1334,1,1,0,1,1,1.0,1,0,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
310,5540027006,0,0,0,0,1,278089,222477,55612,0,0,0,20,3479,2004,0,0,1,220000,1,1920,1920,8250,1528,1,1,0,1,1,1.0,1,0,3,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
311,5538010008,0,0,0,0,1,347659,213140,134519,0,0,0,39,4280,2004,0,0,1,220000,1,1924,1924,5056,1531,0,1,0,1,1,1.0,1,1,3,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
312,5538015003,0,0,0,0,0,235416,165203,70213,0,0,0,30,2944,2011,0,0,1,330000,1,1915,1915,5352,1500,1,1,0,0,0,1.0,1,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
313,5550030019,0,0,0,0,0,467392,373920,93472,0,1,7000,20,5673,2015,0,0,1,350000,1,1919,1919,5132,1387,0,1,1,1,1,1.0,1,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
314,5534003005,1,0,0,0,1,200229,157502,42727,0,1,7000,21,2516,2013,0,0,0,0,0,1920,1925,6886,1676,1,1,0,1,1,1.0,1,1,2,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
315,5547028025,0,0,0,0,0,74292,50713,23579,0,1,7000,32,1077,1976,0,37000,0,0,0,1920,1920,7001,1460,1,1,0,1,1,1.0,1,1,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
316,5550007023,0,0,0,0,1,112508,57030,55478,0,1,7000,49,1471,2014,0,0,1,400000,1,1916,1925,5399,1675,1,1,0,1,1,1.0,1,1,3,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
317,5586028021,1,0,0,0,0,360585,183897,176688,0,1,7000,49,4487,1981,0,156000,0,0,0,1920,1924,7421,2875,1,1,1,1,1,2.0,1,1,4,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
318,5524009001,0,0,0,0,1,549079,439268,109811,0,0,0,20,6697,2001,0,440000,1,352000,1,1924,1926,6357,1604,1,1,0,1,1,1.0,1,1,2,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
319,5540004015,0,0,0,0,1,129455,47194,82261,0,0,0,64,1634,2017,0,0,0,0,0,1919,1936,6496,2123,1,1,1,1,1,1.0,1,1,3,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
320,5538013010,0,0,0,0,1,270991,183457,87534,0,1,7000,32,3322,1994,0,191000,1,152800,1,1919,1919,6246,2196,1,1,0,0,0,2.0,1,1,4,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
321,5536004030,0,0,1,0,1,171959,148364,23595,0,0,0,14,2263,1997,0,127500,0,0,0,1919,1919,7500,1540,1,1,0,1,1,1.0,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
322,5537025027,0,0,0,0,0,543907,435128,108779,0,0,0,20,6586,2009,0,500000,1,375000,1,1912,1920,9036,1896,1,1,0,1,1,1.0,1,1,2,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
323,5535008008,1,0,0,0,0,62283,47402,14881,0,1,7000,24,859,2008,0,0,1,550000,1,1912,1912,7046,1325,1,0,0,1,1,1.0,0,0,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
324,5544016024,0,0,0,0,1,285899,232415,53484,0,0,0,19,3609,2009,0,0,0,0,0,1914,1914,6860,1431,1,1,0,1,1,1.0,1,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
325,5547029023,0,0,0,0,1,190118,142545,47573,0,1,7000,25,2344,2006,0,0,0,0,0,1917,1918,5112,1016,1,0,0,1,1,1.0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
326,5543025015,0,0,0,0,0,445635,297090,148545,0,1,7000,33,5438,2015,0,0,0,0,0,1920,1924,6620,1692,1,1,0,1,1,1.0,1,0,4,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
327,5543025006,1,0,1,0,0,272617,178908,93709,0,0,0,34,3426,2014,0,0,0,0,0,1921,1929,5434,1394,1,0,0,1,1,1.0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
328,5538008013,0,0,0,0,0,228283,78209,150074,0,1,7000,66,2783,1986,0,133000,0,0,0,1917,1930,5588,1656,1,1,0,1,1,1.0,1,0,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
329,5544014013,0,0,1,0,1,393142,298519,74623,20000,0,393142,20,223,2002,0,305000,0,0,0,1931,1931,3977,1245,1,0,0,1,1,1.0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
330,5533003001,0,0,0,0,1,378336,204302,174034,0,0,0,46,4832,1997,0,262500,1,210000,0,1921,1932,7475,1742,0,1,0,1,1,2.0,1,0,3,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
331,5533034001,0,0,1,0,1,750000,600000,150000,0,0,0,20,9188,2015,0,750000,0,0,0,1936,1936,6936,1339,1,0,1,1,1,1.0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
332,5540007014,0,0,1,0,1,568540,389856,178684,0,0,0,31,6923,2016,0,700000,1,490000,1,1921,1937,6499,1470,1,0,1,1,1,1.0,0,0,3,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
333,5538016006,0,0,0,0,0,226845,102781,124064,0,0,0,55,2790,2017,0,0,0,0,0,1922,1940,6249,2072,1,1,1,1,1,1.0,1,0,4,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
334,5538011008,0,0,0,0,0,237075,137899,99176,0,1,7000,42,2882,1982,0,115000,0,0,0,1937,1937,5057,1604,1,1,0,1,1,2.0,1,0,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
335,5547025015,0,1,1,1,1,187095,123818,63277,0,0,0,34,2417,2017,0,1239000,0,0,0,1919,1921,5957,1302,1,1,1,1,1,1.0,1,1,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
336,5524008011,0,0,0,0,1,595931,463505,132426,0,0,0,22,7387,2003,0,0,1,290000,1,1953,1954,8007,2056,1,1,0,0,0,1.0,1,1,4,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
337,5551027023,0,0,1,0,1,1147841,852852,294989,0,1,7000,26,13886,2008,0,980000,1,729750,1,1919,1952,7550,2221,1,1,0,1,1,1.0,1,1,4,2,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
338,5538010010,0,0,0,0,1,248292,170263,78029,0,1,7000,31,2992,2004,0,0,1,200000,1,1937,1937,5057,1058,1,1,0,1,1,1.0,1,1,3,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
339,5546021028,0,0,1,0,1,750000,525000,225000,0,0,0,30,9210,2017,0,2960000,0,0,0,1920,1920,6591,1416,1,1,1,1,1,1.0,1,0,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
340,5547032026,0,0,0,0,1,765606,507299,258307,0,0,0,34,9349,2016,0,0,0,0,0,1905,1932,5500,1930,1,1,1,1,1,1.0,1,1,4,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0
341,5551029021,0,0,0,0,1,840599,637273,203326,0,0,0,24,10272,2011,0,0,0,0,0,1919,1924,6750,1540,1,1,1,1,1,1.0,1,1,3,2,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
342,5548017017,0,0,1,0,1,441847,350439,91408,0,0,0,21,5470,2015,0,0,0,0,0,1920,1920,6724,1484,0,1,1,1,1,1.0,1,1,3,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
343,5586032006,0,0,0,0,0,359444,225832,133612,0,1,7000,37,4503,2005,0,0,0,0,0,1916,1917,8775,3045,1,1,0,1,1,2.0,1,1,4,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
344,5586029019,0,1,1,0,1,867500,694000,173500,0,0,0,20,10551,2015,0,867500,1,1320000,1,1917,1917,6755,1698,1,1,1,1,1,1.0,1,1,4,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
345,5545009023,1,0,0,0,0,135211,101416,33795,0,1,7000,25,1685,2008,0,0,0,0,0,1911,1911,2800,986,1,1,0,1,1,1.0,1,1,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
346,5551029017,0,0,0,0,0,281346,182882,98464,0,1,7000,35,3521,1980,0,52000,0,0,0,1919,1920,6750,1477,1,1,0,1,1,1.0,1,1,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
347,5540025011,0,0,0,0,0,185488,157502,27986,0,0,0,15,2271,2016,0,0,1,855000,1,1918,1918,6750,1357,1,1,1,1,1,1.0,1,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
348,5537019022,0,0,0,0,1,323565,286281,37284,0,1,7000,12,3900,2003,0,0,1,231000,1,1920,1920,4847,1348,1,0,0,1,1,1.0,1,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
349,5550027001,0,0,0,0,1,489515,391614,97901,0,0,0,20,5901,2009,0,450000,1,441849,1,1916,1916,3067,1249,0,1,0,1,1,1.0,1,1,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
350,5532007016,0,0,0,0,1,233185,121753,111432,0,1,7000,48,2864,1996,0,170000,0,0,0,1914,1914,4350,1224,1,1,0,1,1,1.0,1,1,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
351,5547029004,0,0,1,0,1,486700,389360,97340,0,0,0,20,5949,2017,1,0,0,0,0,1918,1918,4000,960,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
352,5550004020,0,0,1,1,1,564767,451820,112947,0,1,7000,20,6878,2015,0,0,0,0,0,1921,1938,5611,2031,1,1,1,1,1,1.0,1,1,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0
353,5550029012,0,1,1,0,1,1446731,1157385,289346,0,0,0,20,17449,2015,0,1425000,0,0,0,1917,1917,6444,1598,0,1,1,1,1,1.0,1,0,3,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
354,5550004022,0,0,0,0,0,625880,457099,168781,0,0,0,27,7706,1990,0,347500,0,0,0,1920,1930,6735,1972,1,1,0,1,1,1.0,1,1,3,2,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
