,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,GRANT DEED,INTERSPOUSAL,JOINT TENANT,Other,PARTNERSHIP,QUIT CLAIM,RE-RECORD,TAX DEED,TRUST TRANSFER,TRUSTEES,WARRANTY,Prediction,Actual
283,5577007155,0,0,1,0,1,347501,245047,102454,0,0,0,29,4327,2014,0,329000,1,230000,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
284,5586008048,0,0,0,0,1,605797,359336,246461,0,0,0,41,7413,2014,0,585000,1,303000,1,2006,2006,17951,1360,0,0,21,0,0,0.0,0,0,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
285,5586008049,0,0,1,0,1,647220,412150,235070,0,1,1,36,7833,2014,0,625000,1,437500,1,2006,2006,17951,1510,0,0,21,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
286,5586011036,0,0,0,0,1,597831,427777,170054,0,0,0,28,7333,2014,0,565500,1,451900,1,1990,1990,69261,1238,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
287,5586011059,0,0,0,0,1,538486,332412,206074,0,0,0,38,6631,2014,0,520000,1,416000,1,1990,1990,69261,1328,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
288,5576001034,0,0,0,0,1,375387,262512,112875,0,1,1,30,4567,2014,0,362500,1,344375,1,1965,1968,18020,928,0,0,40,0,0,0.0,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
289,5576001052,0,0,0,0,1,433896,277528,156368,0,1,1,36,5284,2014,0,419000,1,398050,1,1965,1968,18020,1258,0,1,40,1,1,1.0,1,0,2,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,
290,5579018036,0,0,0,0,1,549878,393510,156368,0,1,1,28,6701,2015,0,531000,1,424800,1,1983,1983,11788,1470,0,1,14,0,0,4.0,1,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
291,5577007093,0,0,0,0,1,383154,258888,124266,0,1,1,32,4687,2015,0,370000,1,351500,1,1981,1982,108134,1129,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
292,5577007112,0,0,1,0,1,377400,294780,82620,0,0,0,22,4683,2015,0,257000,1,205600,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
293,5577007114,0,0,0,0,1,390808,237548,153260,0,1,1,39,4778,2015,0,0,1,259110,1,1981,1982,108134,1129,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
294,5577007162,0,0,1,0,1,535017,383154,151863,0,0,0,28,6578,2015,0,517000,1,413320,1,1981,1982,108134,1348,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
295,5586008041,0,0,0,0,1,612000,416160,195840,0,0,0,32,7399,2015,0,600000,1,472000,1,2006,2006,17951,1280,0,0,21,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
296,5586008050,0,0,0,0,1,637500,353940,283560,0,0,0,44,7793,2015,0,625500,1,500400,1,2006,2006,17951,1390,0,0,21,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
297,5586009023,0,0,0,0,1,453571,341732,111839,0,0,0,25,5607,2015,0,438000,1,350400,1,1982,1982,7900,987,0,0,6,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
298,5585021019,0,0,0,0,1,559199,414222,144977,0,1,1,26,6804,2015,0,540000,1,432000,1,1984,1988,10440,1198,0,0,12,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
299,5585021024,0,0,0,0,1,571200,373320,197880,0,0,0,35,7017,2015,0,560000,1,420000,1,1984,1988,10440,970,0,0,12,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
300,5586014107,0,0,0,0,1,621332,455644,165688,0,1,1,27,7522,2015,0,600000,1,480000,1,1990,1990,26353,1340,0,0,18,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
301,5576001032,0,0,0,0,1,383154,279599,103555,0,0,0,27,4740,2015,0,370000,1,296000,1,1965,1968,18020,879,0,0,40,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
302,5576001056,0,0,0,0,1,387600,173400,214200,0,0,0,55,4793,2015,0,380000,1,304000,1,1965,1968,18020,879,0,0,40,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
303,5576001065,0,0,0,0,1,595938,378661,217277,0,1,1,36,7230,2015,0,0,1,270000,1,1965,1968,18020,1768,0,0,40,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
304,5586014044,0,0,0,0,0,388331,310666,77665,0,1,1,20,4689,2015,0,375000,1,337500,1,1965,1965,15908,738,0,0,24,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
305,5579007030,0,0,0,0,1,647700,453900,193800,0,0,0,30,7901,2016,0,635000,1,603250,1,1994,1994,11294,1930,0,0,9,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
306,5579007032,0,0,1,0,1,879500,439500,440000,0,0,0,50,10745,2016,0,879500,1,615650,1,1994,1994,11294,3310,0,0,9,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
307,5577007125,0,0,1,0,1,372300,260100,112200,0,0,0,30,4622,2016,0,365000,1,237250,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
308,5577007159,0,0,1,0,1,354085,254844,99241,0,0,0,28,4323,2016,0,0,1,236500,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
309,5577007164,0,0,0,0,1,377400,265200,112200,0,0,0,30,5053,2016,0,370000,1,296000,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
310,5586008040,0,0,1,1,1,621180,433500,187680,0,0,0,30,7593,2016,0,609000,1,417000,1,2006,2006,17951,1300,0,0,21,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
311,5586011052,0,0,1,0,1,693600,484500,209100,0,1,1,30,8398,2016,0,680000,1,340000,1,1990,1990,69261,1339,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
312,5585021030,0,0,1,0,1,600000,300000,300000,0,0,0,50,7362,2016,0,600000,1,417000,1,1984,1988,10440,990,0,0,12,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
313,5586014110,0,0,0,0,1,673200,469200,204000,0,1,1,30,8146,2016,0,660000,1,535500,1,1990,1990,26353,1430,0,0,18,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
314,5576001028,0,0,0,0,1,555000,277000,278000,0,1,1,50,6745,2016,0,555000,1,499400,1,1965,1968,18020,1258,0,0,40,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
315,5576001035,0,0,0,0,1,535000,375000,160000,0,0,0,30,6569,2016,0,535000,1,300000,1,1965,1968,18020,1190,0,0,40,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
316,5586014031,1,0,0,0,1,589000,450000,139000,0,0,0,24,7189,2016,0,589000,1,417000,1,1965,1965,15908,1142,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
317,5579018027,0,0,0,0,1,277056,168831,108225,0,0,0,39,3512,2017,0,475000,1,380000,1,1983,1983,11788,1156,0,0,14,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
318,5577007090,0,0,0,0,1,311414,149146,162268,0,0,0,52,3914,2017,0,0,1,203500,1,1981,1982,108134,1129,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
319,5577007106,0,0,0,0,1,291781,141753,150028,0,0,0,51,3681,2017,0,497000,1,372750,1,1981,1982,108134,1151,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
320,5577007131,0,0,0,0,1,199678,76913,122765,0,0,0,61,2479,2017,0,399000,1,165000,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
321,5577007158,0,0,0,0,1,333753,204158,129595,0,0,0,39,4182,2017,0,539000,1,424000,1,1981,1982,108134,1151,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0
322,5586011029,0,0,0,0,1,224513,78014,146499,0,1,1,65,2793,2017,0,750000,1,600000,1,1990,1990,69261,1459,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
323,5586011063,0,0,0,0,1,277077,52570,224507,0,0,0,81,3513,2017,0,696000,1,556640,1,1990,1990,69261,1347,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
324,5586014111,0,0,0,0,1,632689,426722,205967,0,0,0,33,7674,2017,0,741000,1,187000,1,1990,1990,26353,1621,0,0,18,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
325,5576001048,0,0,0,0,1,285183,165301,119882,0,0,0,42,3488,2017,0,459000,1,298350,1,1965,1968,18020,879,0,1,40,1,1,1.0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
326,5586014043,0,0,0,0,1,301251,179824,121427,0,0,0,40,3669,2017,0,589000,1,471200,1,1965,1965,15908,1072,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
327,5577007099,0,0,1,1,1,208229,76294,131935,0,1,1,63,2581,1991,0,134000,1,100500,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
328,5577007129,0,0,0,0,1,211769,68707,143062,0,1,1,68,2624,1992,0,139000,0,125100,1,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
329,5586014113,0,0,0,0,1,335337,105299,230038,0,1,1,69,4115,1992,0,224500,1,202000,1,1990,1990,26353,1430,0,0,18,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
330,5586014036,0,0,0,0,1,137405,57198,80207,0,1,1,58,1696,1992,0,92000,1,87400,1,1965,1965,15908,754,0,1,24,1,1,1.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
331,5579018032,0,0,0,0,1,182334,37616,144718,0,1,1,79,2308,1994,0,98000,1,88200,1,1983,1983,11788,1327,0,1,14,1,1,3.0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
332,5586014035,0,0,0,0,1,190359,84051,106308,0,1,1,56,2348,1994,0,130000,0,123500,1,1965,1965,15908,1103,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
333,5579018029,0,0,0,0,1,162329,67407,94922,0,1,1,58,2065,1996,0,92000,1,87400,1,1983,1983,11788,1254,0,0,14,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
334,5586014047,1,0,0,0,1,150277,44221,106056,0,0,0,71,1957,1996,0,105000,1,84000,1,1965,1965,15908,1167,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
335,5577007136,0,0,0,0,1,220689,49467,171222,0,1,1,78,2748,1997,0,0,1,51000,1,1981,1982,108134,1129,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
336,5576001061,0,0,0,0,1,57766,8244,49522,0,0,0,86,857,1997,0,42000,1,37800,1,1965,1968,18020,853,0,0,40,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
337,5586011042,0,0,0,0,1,461723,299498,162225,0,0,0,35,5637,2017,0,0,1,125000,1,1990,1990,69257,1434,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
338,5576001044,0,0,0,0,1,245019,113027,131992,0,1,1,54,3030,2001,0,192500,1,186725,1,1965,1968,18020,1258,0,0,40,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
339,5586008034,0,0,0,0,1,605000,425000,180000,0,0,0,30,7399,2016,0,605000,1,594041,1,2006,2006,17951,1280,0,0,21,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
340,5576001047,0,0,1,0,1,351296,244769,106527,0,0,0,30,4363,2004,0,292500,1,160000,1,1965,1968,18020,938,0,0,40,0,0,0.0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
341,5576001059,0,0,0,0,1,285182,228147,57035,0,0,0,20,3589,2013,0,270000,1,180000,1,1965,1968,18020,1190,0,1,40,1,1,1.0,1,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
342,5576001040,0,0,1,1,1,372300,192780,179520,0,1,1,48,4527,2015,0,365000,1,273750,1,1965,1968,18020,879,0,0,40,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
343,5586008051,0,0,0,0,1,689672,459959,229713,0,0,0,33,8343,2017,0,797500,1,597500,1,2006,2006,17951,1560,0,0,21,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
344,5577007121,1,0,1,0,1,198360,45699,152661,0,0,0,77,2547,2000,0,0,0,0,0,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,
345,5586014115,0,0,0,0,1,331063,167518,163545,0,1,1,49,4072,2000,0,250000,1,187500,0,1990,1990,26353,1573,0,0,18,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
346,5576001031,0,0,0,0,1,95677,25960,69717,0,1,1,73,1230,2000,0,74000,0,73700,0,1965,1968,18020,938,0,1,40,1,1,1.0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
347,5577007109,1,0,1,0,0,216575,54361,162214,0,0,0,75,2766,2001,0,0,0,0,0,1981,1982,108134,1129,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
348,5586011030,1,0,0,0,1,231515,38826,192689,0,1,1,83,2886,2001,0,0,0,0,0,1990,1990,69261,1341,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
349,5577007140,0,0,1,0,0,229855,58646,171209,0,0,0,74,2941,2003,0,0,0,0,0,1981,1982,108134,1129,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
350,5576001030,0,0,0,0,0,254858,117327,137531,0,1,1,54,3152,2003,0,0,0,0,0,1965,1968,18020,1328,0,1,40,1,1,0.0,1,0,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,
351,5586014106,0,0,0,0,1,358039,218637,139402,0,0,0,39,4476,2004,0,0,0,0,0,1990,1990,26353,1537,0,0,18,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
352,5586014119,0,0,1,0,1,630539,480413,150126,0,0,0,24,7727,2004,0,525000,0,0,0,1990,1990,26353,1537,0,0,18,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
353,5586014030,0,0,0,0,0,336280,276234,60046,0,1,1,18,4068,2004,0,0,0,0,0,1965,1965,15908,742,0,1,24,1,1,1.0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
354,5577007102,0,0,1,0,0,269465,86539,182926,0,0,0,68,3415,2005,0,0,0,0,0,1981,1982,108134,1151,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
355,5577007160,1,0,0,0,0,202605,81040,121565,0,1,1,60,2534,2005,0,0,0,0,0,1981,1982,108134,1151,0,1,79,1,1,3.0,1,0,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,
356,5586011056,0,0,0,0,0,449244,299498,149746,0,1,1,33,5488,2005,0,0,0,0,0,1990,1990,69261,1429,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
357,5586014114,0,0,0,0,0,293782,194508,99274,0,1,1,34,3630,2005,0,0,0,0,0,1990,1990,26353,1621,0,0,18,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
358,5586014118,0,0,0,0,1,411806,274541,137265,0,1,1,33,5022,2005,0,0,0,0,0,1990,1990,26353,1340,0,0,18,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
359,5586014045,1,0,1,0,0,210251,73500,136751,0,0,0,65,2686,2005,0,0,0,0,0,1965,1965,15908,1414,0,0,24,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
360,5586014046,1,0,1,0,0,107109,42262,64847,0,0,0,61,1419,2005,0,0,0,0,0,1966,1966,15908,776,0,0,24,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
361,5586008042,0,0,1,0,1,685400,515300,170100,0,1,1,25,8285,2006,0,665000,0,0,0,2006,2006,17951,1440,0,0,21,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
362,5586011051,0,0,0,0,1,297154,153710,143444,0,1,1,48,3674,2006,0,0,0,0,0,1990,1990,69261,1434,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
363,5586014034,0,0,0,0,0,377118,295573,81545,0,1,1,22,4560,2006,0,0,0,0,0,1965,1965,15908,822,0,0,24,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
364,5577007123,0,0,1,0,0,287012,187185,99827,0,0,0,35,3605,2008,0,0,0,0,0,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
365,5577007153,0,0,0,0,1,316222,189402,126820,0,0,0,40,3953,2008,0,285000,0,0,0,1981,1985,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
366,5586014116,1,0,1,0,1,328330,201116,127214,0,1,1,39,4031,2008,0,0,0,0,0,1990,1990,26353,1410,0,0,18,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
367,5577007126,0,0,0,0,1,411515,253361,158154,0,1,1,38,5026,2009,0,370000,0,0,0,1981,1982,108134,1151,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
368,5577007101,1,0,0,0,0,286887,187935,98952,0,1,1,34,3520,2010,0,0,0,0,0,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0
369,5577007165,0,1,1,0,0,239791,101782,138009,0,0,0,58,3056,2010,0,0,0,0,0,1981,1982,108134,1348,0,0,79,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
370,5579018026,0,0,0,0,0,254328,146103,108225,0,1,1,43,3181,2011,0,235000,0,0,0,1983,1983,11788,1287,0,0,14,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
371,5577007103,0,0,1,0,0,114126,33086,81040,0,1,1,71,1459,2011,0,0,0,0,0,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
372,5586011062,0,0,1,0,1,544980,326989,217991,0,0,0,40,6710,2011,0,0,0,0,0,1990,1990,69261,1363,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
373,5586014039,1,0,0,0,0,178290,73475,104815,0,1,1,59,2210,2011,0,0,0,0,0,1965,1965,15908,1209,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
374,5579007031,0,0,1,0,0,347727,182143,165584,0,0,0,48,4319,2012,0,0,0,0,0,1994,1994,11294,1880,0,0,9,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
375,5579007034,0,1,1,1,1,299209,150666,148543,0,0,0,50,3738,2012,0,282000,0,0,0,1994,1994,11294,1840,0,0,9,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
376,5579007035,0,0,1,0,0,339529,180375,159154,0,1,1,47,4135,2012,0,0,0,0,0,1994,1994,11294,1840,0,0,9,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
377,5586008035,0,0,0,0,1,449676,220780,228896,0,0,0,51,5473,2012,0,415500,0,0,0,2006,2006,17951,1440,0,0,21,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
378,5586011040,0,0,1,0,0,503991,291784,212207,0,0,0,42,6220,2012,0,0,0,0,0,1990,1990,69261,1341,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
379,5586011066,1,0,1,0,1,585066,419482,165584,0,0,0,28,7187,2012,0,0,0,0,0,1990,1990,69261,1332,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,
380,5579007033,0,0,0,0,1,270562,162337,108225,0,0,0,40,3386,2013,0,0,0,0,0,1994,1994,11294,1670,0,0,9,0,0,0.0,0,0,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
381,5577007092,0,0,1,0,0,131012,36058,94954,0,1,1,72,1660,2013,0,0,0,0,0,1981,1982,108134,812,0,0,79,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
382,5586011032,1,0,1,1,1,615400,307700,307700,0,0,0,50,7555,2013,0,580000,0,0,0,1990,1990,69261,1438,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
383,5586011037,1,0,0,0,1,594180,297090,297090,0,1,1,50,7213,2013,0,560000,0,0,0,1990,1990,69261,1347,0,0,47,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
384,5586014108,1,0,1,0,1,290409,131425,158984,0,0,0,55,3669,2013,0,0,0,0,0,1990,1990,26353,1537,0,0,18,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
385,5586014109,1,0,1,1,1,572958,373378,199580,0,0,0,35,7045,2013,0,540000,0,0,0,1990,1990,26353,1621,0,0,18,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
386,5576001041,0,0,0,0,1,425474,233746,191728,0,0,0,45,5296,2013,0,401000,0,0,0,1965,1968,18020,1768,0,0,40,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
387,5579018033,1,0,1,1,1,442563,265538,177025,0,0,0,40,5475,2014,0,419000,0,0,0,1983,1983,11788,1247,0,0,14,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
