,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,Prediction,Actual
52,5433012008,0,0,0,0,1,828786,519338,309448,0,0,0,0,10019,2000,0,622000,1,200000,1,1934,1934,3892,2675,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,1,,
53,5433013031,0,0,0,0,1,507872,406303,101569,0,0,0,0,6244,2000,0,399000,1,299000,1,1941,1941,4666,1613,0,0,1,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,1,,
54,5433015009,1,0,0,0,1,597228,353016,244212,0,0,0,0,7291,2000,0,460000,1,368000,1,1928,1928,3813,3358,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
55,5433017037,0,0,0,0,1,522261,409865,112396,0,0,0,0,6388,2000,0,402500,1,322000,1,1953,1953,7982,1980,0,0,1,0,0,0.0,0,0,4,2,0,0,0,0,0,0,0,0,0,0.0,0.0
56,5433018016,0,0,0,0,1,406792,283849,122943,0,0,0,0,4948,2000,0,340000,1,260000,1,1938,1938,3407,1723,0,0,1,0,0,0.0,0,0,3,1,0,0,0,0,0,0,0,0,0,,
57,5433019025,0,0,0,0,1,454410,362234,92176,0,0,0,0,5597,2000,0,350000,1,315000,1,1968,1968,3410,1771,0,0,1,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,0,,
58,5433020011,0,0,0,0,1,381857,305489,76368,0,0,0,0,4611,2000,0,300000,1,240000,1,1936,1936,5529,1572,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,,
59,5434003016,0,0,0,0,1,281729,225386,56343,0,0,0,0,3364,2000,0,217000,1,173600,1,1925,1925,2216,1008,0,0,1,0,0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,,
60,5542005012,0,0,0,0,1,481144,346987,134157,0,0,0,0,5806,2000,0,378000,1,302400,1,1910,1910,6750,1608,0,0,1,0,0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,,
61,5580030035,0,0,0,0,1,633584,506871,126713,0,0,0,0,7927,2000,0,488000,1,341600,1,1957,1957,13461,1966,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
62,5587001035,0,0,0,0,1,1180534,970838,209696,0,0,0,0,14433,2000,0,658000,1,526150,1,1961,1961,16715,2840,0,0,1,0,0,0.0,0,0,4,3,0,0,0,0,0,0,0,0,0,0.0,0.0
63,5587002019,1,0,0,0,1,502447,401964,100483,0,0,0,0,6096,2000,0,387000,1,270900,1,1958,1958,5115,1300,0,0,1,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,1,,
64,5587003016,0,0,0,0,0,966816,664702,302114,0,0,0,0,11957,2000,0,700000,1,560000,1,1968,1968,15808,3419,0,0,1,0,0,0.0,0,0,4,5,0,0,0,0,0,0,0,0,0,,
65,5587007038,0,0,0,0,1,1142539,730708,411831,0,0,0,0,14164,2000,0,880000,1,704000,1,1939,1939,23133,2966,0,0,1,0,0,0.0,0,0,5,4,0,0,0,0,0,0,0,0,0,,
66,5587009048,0,0,0,0,1,595065,357042,238023,0,0,0,0,7425,2000,0,467500,1,397375,1,1977,1977,10494,2624,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0.0,0.0
67,5587015002,0,0,0,0,0,81341,49267,32074,0,0,0,0,1052,2000,0,263772,0,0,0,1940,1940,4599,1717,0,0,1,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,0,,
68,5587028019,0,0,0,0,1,592521,369135,223386,0,0,0,0,7355,2000,0,465500,0,0,0,1962,1962,25224,2336,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0.0,0.0
69,5588001020,0,0,0,0,1,693714,413683,280031,0,0,0,0,8647,2000,0,891818,1,408750,1,1968,1968,21837,2408,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
70,5588002025,1,0,0,0,1,884652,677176,207476,0,0,0,0,10786,2000,0,695000,1,395000,1,1974,1974,11017,2536,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
71,5588003018,1,0,0,0,0,967260,650729,316531,0,0,0,0,11815,2000,0,745000,0,0,0,1940,1940,12816,2864,0,0,1,0,0,0.0,0,0,4,4,0,0,0,0,0,0,0,0,0,,
72,5588005013,1,0,0,0,1,302685,156555,146130,0,0,0,0,4098,2000,0,1325000,1,927500,1,1927,1927,16402,4129,0,0,1,0,0,0.0,0,0,4,3,0,0,0,0,0,0,0,0,0,,
73,5588006026,0,0,1,0,1,1090602,594508,496094,0,0,0,0,13563,2000,0,840000,1,672000,1,1989,1989,17679,5961,0,0,1,0,0,0.0,0,0,4,7,0,0,0,0,0,0,0,0,0,0.0,0.0
74,5588007004,0,0,1,0,1,935568,658083,277485,0,0,0,0,11503,2000,0,735000,1,588000,1,1927,1927,12005,2261,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,,
75,5588009002,0,0,0,0,1,1355625,1132874,222751,0,0,0,0,16392,2000,0,1065000,1,852000,1,1928,1928,7800,3048,0,0,1,0,0,0.0,0,0,4,3,0,0,0,0,0,0,0,0,0,,
76,5588014025,1,0,0,0,1,1161503,690029,471474,0,0,0,0,14268,2000,0,912500,1,684000,1,1975,1975,13400,4286,0,0,1,0,0,0.0,0,0,4,5,0,0,0,0,0,0,0,0,0,,
77,5588019008,0,0,0,0,1,794674,625802,168872,0,0,0,0,9844,2000,0,570000,0,0,0,1923,1923,11581,2945,0,0,1,0,0,0.0,0,0,4,5,0,0,0,0,0,0,0,0,0,,
78,5588023013,0,0,0,0,1,941294,617104,324190,0,0,0,0,11467,2000,0,725000,1,580000,1,1951,1951,10897,2914,0,0,1,0,0,0.0,0,0,5,4,0,0,0,0,0,0,0,0,1,,
79,5588023018,0,0,0,0,1,791983,593731,198252,0,0,0,0,9683,2000,0,600000,1,457500,1,1951,1951,9287,3134,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,1,,
80,5588025004,0,0,0,0,1,830934,485838,345096,0,0,0,0,10114,2000,0,640000,1,512000,1,1936,1936,7170,2979,0,0,1,0,0,0.0,0,0,4,3,0,0,0,0,0,0,0,0,0,0.0,0.0
81,5588026012,0,0,0,0,1,551786,441432,110354,0,0,0,0,6749,2000,0,425000,1,382000,1,1923,1923,9360,1284,0,0,1,0,0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0
82,5588029025,0,0,0,0,1,803281,587501,215780,0,0,0,0,9713,2000,0,619000,1,464000,1,1958,1958,10192,2607,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
83,5588030006,0,0,1,0,1,3874382,3077867,796515,0,0,0,0,46576,2000,0,2998000,1,2000000,1,1931,1931,38678,6958,0,0,1,0,0,0.0,0,0,6,3,0,0,0,0,0,0,0,0,1,,
84,5588033003,0,0,0,0,1,1210812,971165,239647,0,0,0,0,14633,2000,0,889000,1,609000,1,1923,1923,13721,3246,0,0,1,0,0,0.0,0,0,5,4,0,0,0,0,0,0,0,0,0,,
85,5588033009,0,0,0,0,1,948296,738529,209767,0,0,0,0,11592,2000,0,745000,1,596000,1,1923,1923,15000,3216,0,0,1,0,0,0.0,0,0,4,4,0,0,0,0,0,0,0,0,0,,
86,5588035025,1,0,0,0,1,887077,596586,290491,0,0,0,0,10832,2000,0,655000,1,524000,1,1967,1967,11000,3187,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
87,5588035036,0,0,1,0,1,795547,609076,186471,0,0,0,0,9818,2000,0,625000,1,500000,1,1963,1963,11003,2845,0,0,1,0,0,0.0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0
88,5588035051,0,0,0,0,1,978212,677812,300400,0,0,0,0,12081,2000,0,750000,1,600000,1,1965,1965,13799,4000,0,0,1,0,0,0.0,0,0,4,5,0,0,0,0,0,0,0,0,0,,
89,5588037010,0,0,0,0,1,1027285,604248,423037,0,0,0,0,12600,2000,0,780000,1,585000,1,1964,1964,11012,3554,0,0,1,0,0,0.0,0,0,3,4,0,0,0,0,0,0,0,0,0,,
90,5589008015,0,0,0,0,1,692685,344058,348627,0,0,0,0,8543,2000,0,750000,1,600000,1,2005,2005,11138,3828,0,0,1,0,0,0.0,0,0,3,4,0,0,0,0,0,0,0,0,0,,
91,5589011022,1,0,0,0,1,642670,474930,167740,0,0,0,0,7809,2000,0,495000,1,386000,1,1926,1926,6518,2251,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,,
92,5589020011,0,0,0,0,1,681622,454417,227205,0,0,0,0,8391,2000,0,525000,1,400000,1,1949,1949,11377,3292,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
