,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,INTERSPOUSAL,JOINT TENANT,NAME CHANGE,Other,PERSONAL REP,QUIT CLAIM,RE-RECORD,TRUST TRANSFER,TRUSTEES,WARRANTY,Prediction,Actual
807,5565035012,0,0,0,0,1,1542668,1040235,502433,0,0,0,33,18849,2013,0,1483000,1,1050000,1,1989,1989,74863,3831,1,1,0,0,0,1,1,1,5,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
808,5569025001,0,0,0,0,1,1672754,1325484,347270,0,0,0,21,20369,2013,0,1600000,1,1280000,1,1973,1985,10193,3393,1,1,0,0,0,2,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
809,5561009029,0,0,1,0,1,6161430,5125896,1035534,0,7000,1,17,73811,2014,0,5950000,1,1950000,1,1961,1971,17647,3138,1,1,0,0,0,1,1,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
810,5569023022,0,0,0,0,0,1394519,808083,586436,0,7000,1,42,17092,2014,0,0,0,0,0,1974,1987,20424,5038,1,1,0,1,1,2,1,1,4,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,
811,5560011013,1,0,1,0,1,2652600,1943056,709544,0,0,0,27,31954,2014,0,0,0,0,0,1979,1982,8438,4069,1,1,0,0,0,3,1,1,4,5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,
812,5569008018,0,1,1,0,1,1685315,1348252,337063,0,0,0,20,20449,2014,0,1660000,1,1162000,1,1977,1977,12446,2710,1,1,0,1,1,2,1,1,3,3,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,
813,5569007032,1,0,0,0,1,1144664,584285,560379,0,0,0,49,14123,2014,0,0,1,751000,1,1977,1991,20092,4249,1,1,0,1,1,2,1,1,4,4,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
814,5561007015,0,1,1,0,1,7196965,6057877,1139088,0,0,0,16,86289,2014,0,6950000,1,4517500,1,1962,1985,17084,4542,1,1,0,1,1,1,1,1,4,4,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,
815,5561011020,0,0,1,0,0,4069932,3117785,952147,0,0,0,23,48957,2014,0,0,0,0,0,1962,1975,10544,3891,1,1,0,0,0,1,1,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
816,5569012029,0,0,0,0,0,2106643,1685315,421328,0,0,0,20,25678,2014,0,2075000,1,1452500,1,1977,1977,42137,3434,1,1,0,0,0,2,1,1,4,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
817,5569026008,0,0,0,0,1,766892,420224,346668,0,7000,1,45,9460,2015,0,0,0,0,0,1974,1974,13165,2662,1,1,1,1,1,2,1,1,3,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,
818,5569022006,0,0,0,0,1,516351,298472,217879,0,7000,1,42,6524,2015,0,0,0,0,0,1970,1970,15175,2751,1,1,1,0,0,2,1,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
819,5569018018,1,0,0,0,1,691160,214645,476515,0,7000,1,69,8554,2015,0,0,1,812000,1,1976,1986,10717,3341,1,1,1,0,0,2,1,1,5,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
820,5569007033,1,0,1,0,0,411888,123909,287979,0,7000,1,70,5322,2015,0,0,0,0,0,1977,1977,21536,3421,1,1,1,1,1,2,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
821,5569026012,1,0,0,0,1,1639906,991119,648787,0,0,0,40,20086,2015,0,0,0,0,0,1974,1983,61097,3911,1,1,1,1,1,2,1,1,4,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,
822,5569015021,0,0,0,0,1,1756382,1218300,538082,0,0,0,31,21280,2015,0,1730000,1,980000,1,1976,1976,7859,2480,1,1,1,1,1,2,1,1,3,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
823,5560006008,0,1,1,0,1,32488000,25381250,7106750,0,0,0,22,407861,2015,0,32000000,1,22400000,1,1951,1998,31045,9696,1,1,1,1,1,1,1,1,5,8,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
824,5565019012,0,0,0,0,1,3147274,1777195,1370079,0,0,0,44,37997,2015,0,3100000,1,2480000,1,1972,1978,14577,4064,1,1,1,0,0,2,1,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
825,5569008029,0,0,0,0,1,2022500,1400000,622500,0,0,0,31,24498,2015,0,2022500,1,1435000,1,1976,1976,9888,3028,1,1,1,1,1,2,1,1,3,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
826,5569018007,0,0,1,0,1,2723000,2057400,665600,0,0,0,24,32804,2015,0,2723000,1,1906100,1,1977,1978,23789,2797,1,1,1,1,1,2,1,1,2,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
827,5570014010,1,0,1,0,1,3705662,2964530,741132,0,0,0,20,44601,2015,0,3650000,1,2737500,1,1957,2000,61438,4457,1,1,1,1,1,1,1,1,4,5,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
828,5561023030,0,1,1,0,1,10565427,8321887,2243540,0,0,0,21,126507,2015,0,15500000,1,9300000,1,1998,2015,23179,8339,1,1,1,0,0,1,1,1,3,7,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
829,5569007030,0,1,1,0,1,2229000,1783200,445800,0,0,0,20,27060,2015,0,2229000,1,2271750,1,1974,1989,13204,3899,1,1,1,0,0,2,1,1,5,5,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0
830,5569026006,0,0,1,0,0,1905382,1284062,621320,0,0,0,33,23148,2015,0,0,0,0,0,1973,1973,26728,2662,1,1,1,0,0,2,1,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,
831,5570008024,1,0,1,0,0,2011000,1594000,417000,0,0,0,21,24259,2015,0,0,0,0,0,1966,1981,5237,3581,1,1,1,0,0,1,1,1,3,3,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,
832,5564001027,0,0,1,0,1,1097039,916039,181000,0,0,0,16,13445,2016,0,0,0,0,0,1971,1973,14612,2526,1,1,1,1,1,1,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
833,5569012037,0,0,1,0,1,1284633,1026732,257901,0,0,0,20,15731,2016,0,0,0,0,0,1972,1975,20436,3459,1,1,1,1,1,2,1,1,5,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
834,5569027010,0,1,0,0,1,1408660,792801,615859,0,0,0,44,17247,2016,0,0,0,0,0,1974,1989,8143,4727,1,1,1,0,0,2,1,1,4,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,
835,5570018022,0,0,0,0,1,469261,134059,335202,0,0,0,71,5909,2016,0,0,0,0,0,1966,1968,23530,4041,0,1,1,1,1,1,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
836,5561008015,0,0,0,0,1,3640823,2912659,728164,0,0,0,20,44099,2016,0,19839500,0,0,0,1962,1962,18070,8290,1,1,1,0,0,1,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
837,5565044006,1,0,0,0,1,1106042,768835,337207,0,0,0,30,13580,2016,0,2137500,1,800000,1,1962,1963,14413,3448,1,1,1,1,1,1,1,1,6,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
838,5561007017,0,0,0,0,1,3843341,3523869,319472,0,0,0,8,46275,2016,0,0,1,5000000,1,1962,1970,15254,3540,1,1,1,0,0,1,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
839,5561007028,0,1,1,0,0,3998605,2896130,1102475,0,0,0,28,48249,2016,0,13200000,1,9240000,1,1959,1990,22661,5167,1,1,1,1,1,1,1,1,4,8,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0
840,5569008025,0,0,0,0,0,995583,642793,352790,0,0,0,35,12307,2016,0,0,0,0,0,1974,1975,13801,4126,1,1,1,1,1,2,1,1,3,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
841,5569025020,0,0,0,0,0,1558016,813415,744601,0,0,0,48,19036,2016,0,0,0,0,0,1974,1974,22332,5797,1,1,1,0,0,2,1,1,5,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
842,5569028006,0,0,0,0,0,211655,53521,158134,0,0,0,75,2794,2016,0,0,0,0,0,1976,1976,8079,2444,1,1,1,1,1,2,1,1,4,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,
843,5570001008,0,0,0,0,0,1035777,715311,320466,0,0,0,31,12603,2016,0,0,0,0,0,1979,1979,6177,2596,1,1,1,0,0,2,1,1,3,3,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,
844,5561010009,1,1,1,0,1,973314,724403,248911,0,7000,1,26,11909,2017,0,12200000,0,0,0,1962,1967,10593,3081,1,1,0,1,1,1,1,1,3,4,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
845,5561008027,0,0,0,0,1,2182668,1298350,884318,0,0,0,41,26464,2017,0,0,0,0,0,1967,1975,18253,4136,1,1,0,1,1,1,1,1,4,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
846,5569029012,0,1,0,0,1,2466916,1544767,922149,0,0,0,37,30031,2017,0,0,0,0,0,1978,1985,20701,4694,1,1,0,1,1,1,1,1,4,4,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,
847,5561007009,0,0,0,0,1,1259474,1007589,251885,0,0,0,20,15472,2017,0,5200000,1,3120000,1,1962,1962,18056,3278,1,1,0,1,1,1,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
848,5569012036,0,0,0,0,1,977908,539538,438370,0,0,0,45,12066,2017,0,0,1,1500000,1,1972,1972,19043,3376,1,1,0,1,1,2,1,1,5,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,
849,5569025030,0,0,0,0,1,1120341,784245,336096,0,7000,1,30,13836,1992,0,750000,1,200000,1,1979,1979,55756,3991,1,1,0,0,0,1,1,1,4,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
850,5565019022,0,0,0,0,1,882114,439349,442765,0,0,0,50,24277,1992,0,592000,1,450000,1,1977,1977,8172,3713,1,1,0,0,0,2,1,1,5,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
851,5569011054,0,0,0,0,1,768136,650412,117724,0,0,0,15,9644,1993,0,535000,1,204000,1,1967,1968,12250,3922,1,1,0,1,1,1,1,1,4,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
852,5561026012,1,0,1,0,1,1053536,842838,210698,0,0,0,20,13002,1995,0,742500,0,594000,1,1974,1974,20042,2903,1,1,0,0,0,1,1,1,2,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
853,5570034002,0,0,1,0,1,591591,354956,236635,0,7000,1,40,7361,1996,0,434000,1,347200,0,1976,1976,12215,2606,1,1,0,1,1,1,1,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
854,5569027004,1,0,0,0,0,1238236,866769,371467,0,7000,1,30,15152,1997,0,900000,1,720000,0,1974,1976,13536,3584,1,1,0,1,1,2,1,1,4,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
855,5569027016,0,0,0,1,1,749812,522810,227002,0,0,0,30,9411,1997,0,545000,1,436000,0,1976,1976,13141,3932,1,1,0,0,0,2,1,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
856,5569007072,0,0,0,0,0,1228796,675770,553026,0,0,0,45,15211,1997,0,911000,0,0,0,1969,1978,15164,5889,1,1,0,0,0,2,1,1,5,6,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
857,5565043042,0,0,1,1,0,823411,309022,514389,0,7000,1,62,10201,1998,0,0,0,0,0,1965,1965,13802,3034,1,1,0,0,0,1,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
858,5570037006,0,0,1,0,1,1001433,529723,471710,0,0,0,47,12279,1998,0,0,0,0,0,1959,1969,8344,2364,1,1,0,0,0,1,1,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,
859,5561010006,1,0,0,0,0,1122256,701670,420586,0,7000,1,37,13666,1999,0,0,0,0,0,1975,1988,11587,3751,1,0,0,0,0,1,1,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
860,5556014007,0,0,0,0,0,412123,39426,372697,0,0,0,90,5182,1999,0,0,0,0,0,1985,1985,5782,3050,1,1,0,0,0,0,0,1,2,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
861,5569012042,1,0,1,0,0,348133,61486,286647,0,0,0,82,4624,1999,0,0,0,0,0,1976,1976,12389,3746,1,1,1,0,0,2,1,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
862,4392016028,0,1,0,1,1,8287120,6215341,2071779,0,0,0,25,99592,2010,1,8400000,0,0,0,1953,1975,46318,14064,1,1,0,1,1,2,1,1,4,7,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
863,4392016029,0,1,1,1,1,2278176,1553302,724874,0,0,0,32,27518,2013,1,2700000,0,0,0,1978,1978,17553,3387,1,1,0,0,0,2,1,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
864,5569012015,0,0,0,1,0,897379,547339,350040,0,0,0,39,11131,2000,0,705000,1,528750,1,1975,1976,21509,3207,1,1,0,1,1,2,1,1,4,4,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
865,5556006034,1,0,0,0,1,639178,241514,397664,0,7000,1,62,8047,2001,0,0,0,0,0,1978,1978,15865,3600,1,1,0,0,0,2,1,1,2,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,
866,5572035004,1,0,0,0,0,2210272,1543685,666587,0,7000,1,30,26750,2003,0,0,0,0,0,1929,1929,22422,3668,1,1,0,1,1,2,1,1,4,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
867,5559014006,0,0,0,0,1,1801561,1343486,458075,0,7000,1,25,21656,2004,0,1500000,1,1125000,1,1937,1943,6977,2689,1,1,0,0,0,2,1,1,5,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
868,5567001025,0,0,0,0,1,1956716,1434234,522482,0,7000,1,27,23575,2005,0,1695000,1,1356000,1,1927,1951,22105,2590,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
869,5559025008,0,0,0,0,1,3112373,2546489,565884,0,0,0,18,37453,2007,0,2750000,1,1000000,1,1974,1976,9040,3090,1,1,0,0,0,2,1,1,4,4,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,
870,5571011007,0,0,1,0,1,1555151,1092247,462904,0,7000,1,30,18704,2012,0,1495000,1,121250,1,1979,1981,7996,2902,1,1,0,1,1,2,1,1,3,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
871,5559021008,0,0,1,0,1,2917860,1840905,1076955,0,0,0,37,35147,2012,0,2900000,1,2000000,1,1933,1962,4971,2992,1,1,0,1,1,2,1,1,5,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
872,5558012008,0,1,1,0,1,1900000,1850000,50000,0,0,0,3,23012,2015,0,1900000,1,1595000,1,1965,1968,6763,3255,0,1,1,0,0,2,1,1,1,3,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,
873,5555018001,0,1,0,0,1,2512929,2001743,511186,0,0,0,20,30251,2016,0,3060000,0,0,0,1939,1946,8562,2541,1,1,1,1,1,1,1,1,2,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
874,5565019016,1,0,0,0,0,416104,112401,303703,0,7000,1,73,5378,2005,0,0,0,0,0,1972,1973,29581,5063,1,1,0,1,1,3,1,1,5,4,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,
875,5571018001,0,0,1,1,1,1622933,1272893,350040,0,7000,1,22,19607,2001,0,1275000,1,956250,1,1956,1987,30792,2541,1,1,0,0,0,1,1,1,2,2,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
876,5562017007,1,0,0,1,1,1330168,738276,591892,0,7000,1,44,16104,2001,0,1170500,1,400000,1,1926,1944,9111,3820,1,1,0,1,1,2,1,1,3,4,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
877,5555008002,1,0,0,0,1,1111711,586100,525611,0,7000,1,47,13545,2003,0,0,0,0,0,1934,1978,5648,2748,1,1,0,0,0,2,1,1,3,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
878,5558015018,0,0,0,0,1,1643186,1419125,224061,0,7000,1,14,19770,2004,0,0,0,0,0,1978,1978,35194,2381,1,1,0,1,1,2,1,1,3,3,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
879,5555007014,0,0,0,0,1,2767113,2354994,412119,0,7000,1,15,33233,2005,0,0,1,200000,1,1936,1940,5912,2179,1,1,0,1,1,2,1,1,4,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,
880,5559007004,0,0,0,0,1,5325600,4939700,385900,0,7000,1,7,63793,2006,0,5175000,1,3000000,1,1936,1965,19063,4238,1,1,0,0,0,2,1,1,4,5,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
881,5558009025,0,0,0,0,1,697246,346339,350907,0,7000,1,50,8606,2007,0,0,1,2199700,1,1957,1973,7400,2893,1,1,0,1,1,2,1,1,2,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,,
882,2425004004,0,0,0,0,1,1048550,838841,209709,0,7000,1,20,12609,2008,0,945000,1,708750,1,1951,1954,4794,1476,1,1,0,1,1,1,1,1,2,2,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
883,5555024019,0,0,1,0,1,3211000,2948000,263000,0,0,0,8,38555,2008,0,3650000,1,2095000,1,1976,1978,7495,2970,1,1,0,0,0,2,1,1,3,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
884,2427011005,0,0,0,0,1,1962735,938078,1024657,0,0,0,52,23753,2010,0,1800000,0,0,0,1923,1940,14164,3374,1,1,0,1,1,2,1,1,4,4,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
885,5561026002,1,0,0,0,0,1107343,541468,565875,0,7000,1,51,13549,2011,0,0,0,0,0,1965,1972,16716,2662,1,1,0,1,1,1,1,1,3,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
886,5559013005,0,1,1,0,1,1328282,811008,517274,0,0,0,39,16303,2011,0,0,0,0,0,1980,1980,8738,4092,1,1,0,0,0,2,1,1,3,3,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
887,2380001020,0,0,0,0,1,950774,624141,326633,0,0,0,34,11657,2012,0,970000,0,0,0,1929,1960,19983,3340,1,1,0,1,1,2,1,1,3,3,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
888,5560006014,0,1,1,0,1,4473012,2912659,1560353,0,0,0,35,53639,2012,0,4300000,1,2860000,1,1973,1974,18859,2432,1,1,0,0,0,2,1,1,3,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
889,5570005026,0,0,0,0,1,1558135,1147514,410621,0,0,0,26,18920,2012,0,1468500,1,1174607,1,1960,1970,9904,3957,1,1,0,1,1,2,1,1,4,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
890,5570003006,0,0,0,0,1,2670107,1268453,1401654,0,7000,1,52,32039,2014,0,2630000,1,1972500,1,1959,1996,5027,3814,1,1,1,0,0,1,1,1,4,4,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
891,4392017001,0,0,0,0,1,19675158,17604089,2071069,0,0,0,11,235008,2014,0,19000000,0,0,0,1951,1985,20332,5047,1,1,0,0,0,2,1,1,5,6,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
892,5558007005,0,0,1,0,1,1865000,1492000,373000,0,0,0,20,22461,2015,0,1865000,0,0,0,1954,1960,5985,1864,1,1,1,0,0,2,1,1,2,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
893,5575009002,0,0,1,1,1,1900000,1193400,706600,0,0,0,37,23031,2015,0,1900000,0,0,0,1958,1965,6303,3698,1,1,1,0,0,2,1,1,5,3,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,
894,2380001045,0,0,0,0,1,2974990,1974990,1000000,0,0,0,34,35737,2016,0,3000000,1,2399999,1,1942,1994,11644,3022,1,1,1,0,0,2,1,1,3,5,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
895,2425015024,0,0,0,0,1,1639622,1311698,327924,0,0,0,20,19767,2016,0,1963000,1,1570400,1,1960,1967,7813,2255,1,1,1,1,1,2,1,1,3,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
896,5561011004,0,1,0,0,1,12228491,7427283,4801208,0,0,0,39,146315,2016,0,15500000,0,0,0,2009,2009,24846,5688,1,1,1,1,1,1,1,1,4,6,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
897,5561017011,0,0,0,0,1,1531441,787596,743845,0,7000,1,49,18525,1992,0,0,0,0,0,1982,1982,7449,4501,1,1,0,0,0,2,1,1,3,4,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,
898,5549012009,0,0,0,0,0,993235,588282,404953,0,7000,1,41,12179,1995,0,700000,1,560000,1,1935,1935,17202,3238,1,1,0,1,1,2,1,1,4,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
899,5561024017,0,0,0,0,1,915540,595315,320225,0,7000,1,35,11218,1996,0,0,1,472500,1,1970,1971,28893,2485,1,1,0,1,1,2,1,1,2,3,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
900,5555012016,0,0,1,0,1,504664,280660,224004,0,0,0,44,6380,1996,0,250000,0,0,0,1958,1968,9141,3491,1,1,0,0,0,2,0,1,3,5,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0
901,5571013007,0,0,1,0,1,1070484,526809,543675,0,0,0,51,13076,1998,0,795000,1,632000,0,1978,1978,13271,2728,1,1,0,1,1,2,1,1,3,3,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
902,5569036005,0,0,1,1,1,1404115,1039944,364171,0,0,0,26,17222,2011,1,0,1,950000,1,1923,1931,25774,3764,1,1,0,1,1,2,1,1,3,5,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,
903,5570029009,1,0,0,1,0,746303,485709,260594,0,0,0,35,9147,2012,1,0,0,0,0,1940,1944,7605,2133,1,1,0,0,0,1,1,1,3,2,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
904,5563024009,1,0,0,1,1,1176855,623964,552891,0,7000,1,47,14165,2013,1,0,1,879000,1,1929,1984,3082,2421,1,1,0,1,1,1,1,1,4,5,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
905,5560030001,0,1,1,0,1,3451850,2761480,690370,0,0,0,20,41606,2015,1,3400000,0,0,0,1936,1954,14656,2902,1,1,1,0,0,2,1,1,4,4,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,
906,5559007015,1,0,0,1,0,213198,69356,143842,0,7000,1,67,2883,2000,0,0,0,0,0,1935,1945,9736,3260,1,1,0,0,0,2,1,1,3,5,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,
907,5570011008,1,0,1,1,0,1189811,539538,650273,0,0,0,55,14506,2000,0,0,0,0,0,1957,1990,10407,3412,1,1,0,0,0,1,1,1,1,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
908,5569015012,1,0,0,0,1,868554,569055,299499,0,7000,1,34,10681,2001,0,696000,1,550000,1,1979,1979,11372,3103,1,1,0,0,0,2,1,1,3,3,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
909,2380001005,1,0,0,0,0,255823,88368,167455,0,7000,1,65,3216,2001,0,0,0,0,0,1926,1932,12812,2043,1,1,0,0,0,1,1,1,3,2,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
910,5558009022,0,0,1,0,1,1073951,751255,322696,0,0,0,30,13194,2001,0,737500,1,564375,1,1938,1958,7604,3546,0,1,0,0,0,2,1,1,4,5,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
911,5569032050,0,0,0,0,1,211760,82193,129567,0,7000,1,61,2848,2002,0,0,0,0,0,1973,1973,14587,1576,1,1,0,1,1,1,1,1,2,2,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,
912,4392008007,1,0,0,0,1,236273,99806,136467,0,7000,1,58,3217,2002,0,0,0,0,0,1929,1946,11455,3940,1,1,0,0,0,2,1,1,4,5,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,
