,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,GRANT DEED,IN LIEU OF FORC,INTERSPOUSAL,JOINT TENANT,NAME CHANGE,Other,PARTNERSHIP,PERSONAL REP,QUIT CLAIM,RE-RECORD,TAX DEED,TRUST TRANSFER,TRUSTEES,WARRANTY,Prediction,Actual
1063,4333013040,1,0,0,0,0,231532,55561,175971,0,1,7000,76,2788,2013,0,0,0,0,0,1985,1985,21648,1443,0,1,24,1,1,1.0,1,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1064,4333013041,0,0,0,0,1,248339,64666,183673,0,0,0,74,3072,2000,0,0,1,176000,1,1985,1985,21648,1443,0,1,24,1,1,1.0,1,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1065,4333013042,0,0,0,0,1,537000,373000,164000,0,1,7000,31,6420,2007,0,548000,1,398000,1,1985,1985,21648,1243,0,0,24,0,0,1.0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1066,4333013043,1,0,0,0,1,189070,127979,61091,0,1,7000,32,2274,2007,0,0,0,0,0,1985,1985,21648,1243,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1067,4333013044,0,0,0,0,1,332871,143607,189264,0,1,7000,57,3996,2007,0,0,0,0,0,1985,1985,21648,1443,0,0,24,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1068,4333013045,0,0,1,1,1,687935,489323,198612,0,0,0,29,8311,2007,0,620000,1,496000,1,1985,1985,21648,1443,0,1,24,1,1,1.0,1,0,2,3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1069,4333013046,0,0,0,0,1,384992,193642,191350,0,1,7000,50,4609,2014,0,500000,1,400000,1,1985,1985,21648,1243,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1070,4333013047,0,0,1,0,1,483706,292929,190777,0,1,7000,39,5786,2013,0,465000,0,0,0,1985,1985,21648,1250,0,1,24,1,1,1.0,0,0,2,2,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1071,4333013048,1,0,1,1,1,690000,473700,216300,0,0,0,31,8336,2015,0,690000,0,0,0,1985,1990,21648,1443,0,0,24,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1072,4333013049,0,0,0,0,1,641729,470994,170735,0,0,0,27,7761,2016,0,720000,1,576000,1,1985,1985,21648,1443,0,1,24,1,1,1.0,1,0,2,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1073,4333013050,1,0,1,0,1,331971,168646,163325,0,0,0,49,4060,2014,0,0,0,0,0,1985,1985,21648,1243,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1074,4333013051,0,0,0,0,1,275147,92310,182837,0,1,7000,66,3300,2004,0,0,1,333700,1,1985,1985,21648,1243,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1075,4333013052,0,0,0,0,1,291338,105938,185400,0,1,7000,64,3501,1998,0,220500,1,17605,1,1985,1985,21648,1443,0,1,24,1,1,1.0,1,0,2,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1076,4333013053,1,0,0,0,1,541127,312663,228464,0,0,0,42,6562,2015,0,0,0,0,0,1985,1985,21648,1443,0,0,24,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1077,4333013054,0,0,1,0,1,537000,368000,169000,0,0,0,31,6504,2007,0,597000,0,0,0,1985,1985,21648,1243,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1078,4333013055,0,0,0,0,1,249522,80922,168600,0,0,0,68,3078,1997,0,185000,1,148000,0,1985,1985,21648,1250,0,0,24,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
