,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,GIFT,GRANT DEED,INTERSPOUSAL,JOINT TENANT,MEMO AGREE SALE,NAME CHANGE,ORD OF CONDEMN,Other,PARTNERSHIP,QUIT CLAIM,RE-RECORD,SHERIFFS,SPECIAL WARRANTY,TAX DEED,TRUST TRANSFER,TRUSTEES,WARRANTY,Prediction,Actual
383,5531012027,1,0,1,0,1,247080,3092,243988,0,0,0,99,3035,2002,0,0,0,0,0,1985,1985,11659,918,0,0,14,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
384,5531012028,0,0,0,0,1,280775,143258,137517,0,1,7000,49,3353,2002,0,225000,1,180000,1,1985,1985,11659,918,0,0,14,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
385,5531012029,0,1,0,0,1,466856,318311,148545,0,0,0,32,5656,2011,0,0,1,205000,1,1985,1985,11659,954,0,0,14,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
386,5531012030,0,0,0,0,1,530794,392722,138072,0,1,7000,26,6335,2006,0,469000,1,375200,1,1985,1985,11659,954,0,0,14,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
387,5531012031,0,0,0,0,1,435541,87311,348230,0,0,0,80,5283,2015,0,429000,1,321750,1,1985,1985,11659,954,0,0,14,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
388,5548008048,0,0,1,0,0,575200,460500,114700,0,0,0,20,6886,2017,0,0,0,0,0,1985,1985,8686,1002,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
389,5548008044,0,0,1,0,0,224723,61104,163619,0,1,7000,73,2714,1998,0,0,0,0,0,1985,1985,8686,1110,0,0,1,0,0,0.0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
390,5548008045,0,0,0,0,0,610264,244105,366159,0,0,0,60,7392,2016,0,0,0,0,0,1985,1985,8686,1102,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0
391,5537007028,0,0,0,0,1,156652,54411,102241,0,0,0,65,1964,2017,0,0,1,208454,1,1986,1986,7500,945,0,0,6,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
392,5537007029,0,0,0,0,0,140161,49466,90695,0,1,7000,65,1684,2015,0,0,0,0,0,1986,1986,7500,945,0,0,6,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
393,5537007030,0,0,0,0,1,396113,274338,121775,0,0,0,31,4818,2006,0,350000,1,280000,1,1986,1986,7500,945,0,0,6,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
394,5537007031,0,0,0,0,0,105920,21177,84743,0,0,0,80,1359,1997,0,12000,0,0,0,1986,1986,7500,945,0,0,6,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
395,5537007032,0,0,0,0,1,160082,63722,96360,0,1,7000,60,1921,1998,0,0,1,60000,1,1986,1986,7500,945,0,0,6,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
396,5537007033,0,0,0,0,0,254854,123474,131380,0,0,0,52,3134,2017,0,0,0,0,0,1986,1986,7500,945,0,0,6,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
397,5550027069,0,0,1,0,1,422000,331900,90100,0,0,0,21,5016,2015,0,422000,1,379378,1,1986,1986,16827,706,0,0,42,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
398,5550017025,0,0,0,0,1,543906,372577,171329,0,1,7000,31,6484,2008,0,500000,1,100000,1,1985,1988,36439,1100,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
399,5550017026,0,0,1,0,1,372791,247285,125506,0,0,0,34,4430,2016,0,483500,1,458889,1,1985,1988,36439,760,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
400,5550017027,0,0,0,0,1,528000,400000,128000,0,0,0,24,6376,2007,0,580000,1,464000,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
401,5550017028,0,0,0,0,1,568000,419000,149000,0,0,0,26,6856,2016,0,578000,1,415000,1,1985,1988,36439,1130,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
402,5550017029,0,0,1,1,1,523868,350362,173506,0,0,0,33,6244,2017,0,607000,0,0,0,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
403,5550017030,0,0,1,1,0,478635,295775,182860,0,0,0,38,5708,2012,0,0,0,0,0,1985,1988,36439,1140,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
404,5550017031,0,0,0,0,1,540619,368738,171881,0,1,7000,32,6443,2014,0,0,1,290000,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0
405,5550017032,0,0,0,0,1,544000,418000,126000,0,1,7000,23,6484,2007,0,614500,1,488000,1,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
406,5550017033,0,0,1,1,1,452500,228850,223650,0,0,0,49,5477,2013,0,0,0,0,0,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
407,5550017034,0,0,0,0,1,511272,341248,170024,0,0,0,33,6177,2016,0,571500,1,457200,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
408,5550017035,0,0,1,1,1,522852,338991,183861,0,0,0,35,6315,2015,0,515000,0,0,0,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
409,5550017036,0,0,0,0,1,482660,347073,135587,0,0,0,28,5823,2016,0,480000,1,384000,1,1985,1988,36439,760,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
410,5550017037,0,0,1,0,1,520000,343600,176400,0,1,7000,34,6194,2015,0,520000,1,364000,1,1985,1988,36439,980,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
411,5550017038,0,0,0,0,1,350260,241223,109037,0,0,0,31,4236,2016,0,375000,1,337500,1,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
412,5550017039,0,1,1,1,1,284771,193955,90816,0,0,0,32,3455,2013,0,275000,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
413,5550017040,0,0,0,0,1,353000,125000,228000,0,0,0,65,4269,2008,0,350000,1,315000,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
414,5550017041,0,0,1,0,0,353000,251000,102000,0,0,0,29,4269,2007,0,350000,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
415,5550017042,0,0,1,0,1,228849,136269,92580,0,0,0,40,2789,2012,0,220000,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
416,5550017043,0,0,1,0,0,284770,182667,102103,0,0,0,36,3455,2015,0,0,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
417,5550017044,0,0,0,0,1,355000,268000,87000,0,1,7000,25,4209,2007,0,340000,1,272000,1,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
418,5550017045,0,0,1,0,1,422000,320000,102000,0,0,0,24,5095,2007,0,397000,1,317293,1,1985,1988,36439,640,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
419,5550017046,0,0,0,0,1,412000,325000,87000,0,0,0,21,4893,2016,0,0,0,0,0,1985,1988,36439,660,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
420,5550017047,0,0,1,0,0,263241,188474,74767,0,0,0,28,3199,2014,0,0,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
421,5550017048,0,0,1,0,1,355000,250000,105000,0,0,0,30,4293,2009,0,0,0,0,0,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
422,5550017050,0,0,0,0,1,549345,378016,171329,0,0,0,31,6632,2008,0,505000,1,328250,1,1985,1988,36439,1100,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
423,5550017051,0,0,0,0,1,393502,252359,141143,0,0,0,36,4760,2014,0,380000,1,361000,1,1985,1988,36439,760,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
424,5550017052,0,0,1,0,0,530709,374759,155950,0,0,0,29,6408,2014,0,0,0,0,0,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
425,5550017053,0,0,1,1,1,568000,370000,198000,0,0,0,35,6856,2008,0,580000,1,380000,1,1985,1988,36439,1130,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
426,5550017054,0,0,0,0,1,476192,314396,161796,0,0,0,34,5676,2010,0,440000,1,352000,1,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
427,5550017055,0,0,0,0,0,572000,357000,215000,0,0,0,38,6820,2016,0,0,0,0,0,1985,1988,36439,1140,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
428,5550017056,0,0,0,0,1,540000,358900,181100,0,1,7000,34,6436,2015,0,540000,1,270000,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
429,5550017057,0,0,1,0,1,544000,418000,126000,0,1,7000,23,6484,2007,0,610000,1,417000,1,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
430,5550017058,0,1,1,0,0,406625,248510,158115,0,0,0,39,4930,2013,0,0,0,0,0,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
431,5550017059,0,0,1,0,1,489516,319492,170024,0,0,0,35,5834,2009,0,450000,1,404955,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
432,5550017060,0,0,0,0,1,509481,353531,155950,0,0,0,31,6155,2017,0,568000,1,454400,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
433,5550017061,0,0,1,1,1,487000,361000,126000,0,0,0,26,5875,2007,0,460000,1,360000,1,1985,1988,36439,760,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
434,5550017062,0,0,1,0,1,522151,361373,160778,0,1,7000,31,6219,2008,0,480000,1,384000,1,1985,1988,36439,980,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
435,5550017063,1,0,0,0,0,355000,310000,45000,0,1,7000,13,4209,2007,0,0,0,0,0,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
436,5550017064,0,0,0,0,1,202844,110264,92580,0,0,0,46,2479,2012,0,195000,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
437,5550017065,0,0,1,1,1,353000,265000,88000,0,0,0,25,4269,2007,0,360000,1,216000,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
438,5550017066,0,0,1,0,1,321833,221730,100103,0,0,0,31,3897,2014,0,317000,1,317000,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
439,5550017067,0,0,1,0,1,383000,298000,85000,0,0,0,22,4626,2017,0,0,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
440,5550017068,0,0,0,0,1,353000,265000,88000,0,0,0,25,4185,2017,0,1523864,1,365752,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
441,5550017069,0,0,1,0,1,355000,310000,45000,0,0,0,13,4293,2007,0,350000,1,250000,1,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
442,5550017070,0,0,1,0,1,422000,323000,99000,0,0,0,23,5011,2016,0,434000,1,325275,1,1985,1988,36439,640,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
443,5550017071,0,0,0,0,1,412000,329000,83000,0,1,7000,20,4943,2007,0,425500,1,340324,1,1985,1988,36439,660,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
444,5550017072,0,0,0,0,1,353000,281000,72000,0,1,7000,20,4185,2007,0,376500,1,301063,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
445,5550017073,0,0,0,0,1,355000,284000,71000,0,0,0,20,4293,2007,0,388000,1,310220,1,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
446,5550017074,0,0,0,0,1,422000,293000,129000,0,0,0,31,5095,2016,0,405000,1,100000,1,1985,1988,36439,640,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
447,5550017075,0,0,0,0,1,491000,317000,174000,0,0,0,35,5924,2008,0,500000,1,417000,1,1985,1988,36439,808,0,0,100,0,0,0.0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
448,5550017076,0,0,0,0,1,595431,413592,181839,0,0,0,31,7098,2016,0,595000,1,476000,1,1985,1988,36439,1100,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
449,5550017077,0,0,0,0,1,487000,386000,101000,0,1,7000,21,5791,2007,0,504000,1,403150,1,1985,1988,36439,760,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
450,5550017078,0,0,0,0,1,528000,406000,122000,0,0,0,23,6376,2007,0,610000,1,488000,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
451,5550017079,0,0,0,0,1,568000,355000,213000,0,1,7000,38,6772,2007,0,640000,1,500000,1,1985,1988,36439,1130,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
452,5550017080,0,0,0,0,1,544000,347000,197000,0,1,7000,36,6484,2008,0,536000,1,365000,1,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
453,5550017081,0,0,0,0,1,517937,344347,173590,0,0,0,34,6259,2010,0,475000,1,356250,1,1985,1988,36439,1140,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
454,5550017082,0,0,0,0,1,528000,368000,160000,0,0,0,30,6376,2008,0,530000,1,417000,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
455,5550017083,0,0,0,0,1,476191,316668,159523,0,1,7000,33,5675,2011,0,440000,1,352000,1,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
456,5550017084,0,0,0,0,1,496753,334957,161796,0,1,7000,33,5921,2010,0,459000,0,0,0,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
457,5550017085,0,0,0,0,1,529000,347900,181100,0,0,0,34,6388,2015,0,529000,1,396750,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
458,5550017086,1,0,0,0,1,523237,358108,165129,0,1,7000,32,6236,2008,0,481000,1,384800,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
459,5550017087,0,0,1,0,1,372791,247285,125506,0,0,0,34,4513,2017,0,483000,1,386400,1,1985,1988,36439,760,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
460,5550017088,0,0,0,0,1,516000,368000,148000,0,1,7000,29,6146,2008,0,500000,1,493487,1,1985,1988,36439,980,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
461,5550017089,0,0,1,0,1,221860,128138,93722,0,0,0,42,2706,2015,0,0,1,186900,1,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0
462,5550017090,0,0,1,1,1,353000,281000,72000,0,0,0,20,4185,2017,0,414000,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
463,5550017091,0,0,1,0,1,353000,283000,70000,0,0,0,20,4269,2007,0,394000,1,315192,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
464,5550017092,0,0,0,0,1,353000,303000,50000,0,1,7000,14,4185,2007,0,351000,1,151000,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
465,5550017093,0,0,1,0,0,353000,283000,70000,0,0,0,20,4269,2017,0,0,0,0,0,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
466,5550017094,0,0,1,0,1,353000,280000,73000,0,0,0,21,4269,2007,0,378000,1,302392,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
467,5550017095,0,0,0,0,1,355000,90000,265000,0,1,7000,75,4209,2015,0,1452273,1,319500,1,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
468,5550017096,0,0,0,0,1,415000,105000,310000,0,0,0,75,5011,2015,0,415000,1,373000,1,1985,1988,36439,640,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
469,5550017097,0,0,1,0,1,412000,328000,84000,0,0,0,20,4976,2016,0,465000,1,417000,1,1985,1988,36439,660,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
470,5550017098,0,0,1,1,1,353000,310000,43000,0,0,0,12,4269,2007,0,362000,1,289484,1,1985,1988,36439,550,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
471,5550017099,0,0,0,0,1,355000,312000,43000,0,1,7000,12,4209,2007,0,380000,1,304000,1,1985,1988,36439,560,0,0,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
472,5550017100,0,0,0,0,1,422000,275000,147000,0,0,0,35,5095,2017,0,475000,1,451250,1,1985,1988,36439,640,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
473,5550017101,0,0,1,1,1,556000,407000,149000,0,0,0,27,6711,2008,0,585000,1,290000,1,1985,1988,36439,1100,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
474,5550017102,0,0,0,0,1,485000,339200,145800,0,1,7000,30,5767,2015,0,485000,1,315250,1,1985,1988,36439,760,0,0,100,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
475,5550017103,0,0,0,0,1,520115,363457,156658,0,0,0,30,6199,2017,0,0,1,149000,1,1985,1988,36439,1060,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
476,5550017104,0,0,1,1,0,513577,404539,109038,0,0,0,21,6207,2014,0,0,0,0,0,1985,1988,36439,1130,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
477,5550017105,0,0,0,0,1,504853,341840,163013,0,1,7000,32,6017,2010,0,463000,1,347250,1,1985,1988,36439,1070,0,0,100,0,0,0.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
